WKT,wet_mass_idw,cloud.coverage.0_ARI2_2020.03.25.10.36.59_7632,cloud.coverage.0_ARVI_2020.03.25.10.36.59_7632,cloud.coverage.0_ATSAVI_2020.03.25.10.36.59_7632,cloud.coverage.0_CARI_2020.03.25.10.36.59_7632,cloud.coverage.0_CARI2_2020.03.25.10.36.59_7632,cloud.coverage.0_CCCI_2020.03.25.10.36.59_7632,cloud.coverage.0_CHLGREEN_2020.03.25.10.36.59_7632,cloud.coverage.0_CRI550_2020.03.25.10.36.59_7632,cloud.coverage.0_CRI700_2020.03.25.10.36.59_7632,cloud.coverage.0_CVI_2020.03.25.10.36.59_7632,cloud.coverage.0_EVI_2020.03.25.10.36.59_7632,cloud.coverage.0_EVI2_2020.03.25.10.36.59_7632,cloud.coverage.0_GLI_2020.03.25.10.36.59_7632,cloud.coverage.0_GOSAVI_2020.03.25.10.36.59_7632,cloud.coverage.0_LCI_2020.03.25.10.36.59_7632,cloud.coverage.0_MCARI_2020.03.25.10.36.59_7632,cloud.coverage.0_MCARI1_2020.03.25.10.36.59_7632,cloud.coverage.0_MCARI2_2020.03.25.10.36.59_7632,cloud.coverage.0_NDRE_2020.03.25.10.36.59_7632,cloud.coverage.0_NDVI_2020.03.25.10.36.59_7632,cloud.coverage.0_TCI_2020.03.25.10.36.59_7632,cloud.coverage.0_ARI2_2020.03.30.10.37.00_8331,cloud.coverage.0_ARVI_2020.03.30.10.37.00_8331,cloud.coverage.0_ATSAVI_2020.03.30.10.37.00_8331,cloud.coverage.0_CARI_2020.03.30.10.37.00_8331,cloud.coverage.0_CARI2_2020.03.30.10.37.00_8331,cloud.coverage.0_CCCI_2020.03.30.10.37.00_8331,cloud.coverage.0_CHLGREEN_2020.03.30.10.37.00_8331,cloud.coverage.0_CRI550_2020.03.30.10.37.00_8331,cloud.coverage.0_CRI700_2020.03.30.10.37.00_8331,cloud.coverage.0_CVI_2020.03.30.10.37.00_8331,cloud.coverage.0_EVI_2020.03.30.10.37.00_8331,cloud.coverage.0_EVI2_2020.03.30.10.37.00_8331,cloud.coverage.0_GLI_2020.03.30.10.37.00_8331,cloud.coverage.0_GOSAVI_2020.03.30.10.37.00_8331,cloud.coverage.0_LCI_2020.03.30.10.37.00_8331,cloud.coverage.0_MCARI_2020.03.30.10.37.00_8331,cloud.coverage.0_MCARI1_2020.03.30.10.37.00_8331,cloud.coverage.0_MCARI2_2020.03.30.10.37.00_8331,cloud.coverage.0_NDRE_2020.03.30.10.37.00_8331,cloud.coverage.0_NDVI_2020.03.30.10.37.00_8331,cloud.coverage.0_TCI_2020.03.30.10.37.00_8331,cloud.coverage.0_ARI2_2020.04.04.10.36.59_1536,cloud.coverage.0_ARVI_2020.04.04.10.36.59_1536,cloud.coverage.0_ATSAVI_2020.04.04.10.36.59_1536,cloud.coverage.0_CARI_2020.04.04.10.36.59_1536,cloud.coverage.0_CARI2_2020.04.04.10.36.59_1536,cloud.coverage.0_CCCI_2020.04.04.10.36.59_1536,cloud.coverage.0_CHLGREEN_2020.04.04.10.36.59_1536,cloud.coverage.0_CRI550_2020.04.04.10.36.59_1536,cloud.coverage.0_CRI700_2020.04.04.10.36.59_1536,cloud.coverage.0_CVI_2020.04.04.10.36.59_1536,cloud.coverage.0_EVI_2020.04.04.10.36.59_1536,cloud.coverage.0_EVI2_2020.04.04.10.36.59_1536,cloud.coverage.0_GLI_2020.04.04.10.36.59_1536,cloud.coverage.0_GOSAVI_2020.04.04.10.36.59_1536,cloud.coverage.0_LCI_2020.04.04.10.36.59_1536,cloud.coverage.0_MCARI_2020.04.04.10.36.59_1536,cloud.coverage.0_MCARI1_2020.04.04.10.36.59_1536,cloud.coverage.0_MCARI2_2020.04.04.10.36.59_1536,cloud.coverage.0_NDRE_2020.04.04.10.36.59_1536,cloud.coverage.0_NDVI_2020.04.04.10.36.59_1536,cloud.coverage.0_TCI_2020.04.04.10.36.59_1536,applied_rate
"POLYGON ((430507.067581047 5501914.25364231,430512.067581047 5501914.25364231,430512.067581047 5501909.25364231,430507.067581047 5501909.25364231,430507.067581047 5501914.25364231))",9120.641428,0.41261331,0.638697192,0.371710382,0.257523071,0.155795176,0.785587102,0.301679038,-0.92930679,0.437330812,2.54611963,0.455998048,0.400640748,0.032748378,0.407104567,0.524486184,0.046567776,0.361586474,0.357552513,0.481399387,0.614345074,0.052940621,0.563233763,0.663771614,0.393850744,0.256311066,0.152391076,0.77675207,0.282982625,-1.060963526,0.776533589,2.737911522,0.461009927,0.418757625,0.032547046,0.42867583,0.545322552,0.050378999,0.375772342,0.376548387,0.497603402,0.641144648,0.055908492,0.563656628,0.654706448,0.386722408,0.274242274,0.162466232,0.766488925,0.285136238,-0.795239642,1.003745586,2.661530316,0.463433646,0.418012746,0.035958032,0.421171315,0.5270686,0.053851306,0.378690138,0.373581678,0.479562394,0.626447961,0.059152652,57.99098884
"POLYGON ((430512.067581047 5501914.25364231,430517.067581047 5501914.25364231,430517.067581047 5501909.25364231,430512.067581047 5501909.25364231,430512.067581047 5501914.25364231))",8471.474039,0.232588917,0.613939703,0.34966898,0.235579595,0.148400486,0.834755898,0.310987592,-0.815926552,-0.037776947,2.584470749,0.476180226,0.384634435,0.023956934,0.396498084,0.520286441,0.030179624,0.344172031,0.334135324,0.488545835,0.585255921,0.038170926,0.432361454,0.641229749,0.377785921,0.251241356,0.15296115,0.797456622,0.295911759,-0.80230999,0.602373123,2.690378428,0.463372678,0.408721507,0.031966068,0.417341053,0.534034193,0.042041425,0.367404044,0.361774057,0.492725492,0.617871225,0.049365997,0.38056922,0.640280902,0.372564197,0.254716128,0.156339526,0.803689122,0.292231828,-1.042819977,0.177344322,2.641090631,0.495747209,0.407723337,0.022378016,0.412189126,0.527577341,0.040316213,0.368724048,0.359398484,0.488427579,0.607731998,0.048171852,59.11434432
"POLYGON ((430517.067581047 5501914.25364231,430522.067581047 5501914.25364231,430522.067581047 5501909.25364231,430517.067581047 5501909.25364231,430517.067581047 5501914.25364231))",7988.96688,0.55822134,0.543274581,0.306193709,0.278765023,0.170875967,0.818433642,0.332356751,-0.8895998,0.911114216,2.91728735,0.414497346,0.36116752,-0.014954174,0.390716016,0.45307523,0.02856514,0.311376005,0.287684649,0.424959749,0.519235432,0.034375567,0.307607859,0.567174733,0.321979761,0.284360945,0.17748411,0.809828579,0.348574996,0.369811058,1.341715813,2.439982653,0.426067173,0.375637442,0.047529392,0.374589294,0.465291291,0.034761041,0.342887998,0.318333387,0.434398383,0.536407828,0.043292802,0.585991859,0.560795307,0.320195735,0.300632268,0.182479069,0.797519982,0.323556066,-0.287823677,1.510800838,2.857046127,0.422492683,0.379301637,0.007532961,0.395803213,0.453542948,0.035632458,0.334871978,0.307149678,0.421776146,0.528859675,0.041973025,59.90540856
"POLYGON ((430302.067581047 5501909.25364231,430307.067581047 5501909.25364231,430307.067581047 5501904.25364231,430302.067581047 5501904.25364231,430302.067581047 5501909.25364231))",9732.762489,0.55822134,0.543274581,0.306193709,0.278765023,0.170875967,0.818433642,0.332356751,-0.8895998,0.911114216,2.91728735,0.414497346,0.36116752,-0.014954174,0.390716016,0.45307523,0.02856514,0.311376005,0.287684649,0.424959749,0.519235432,0.034375567,0.307607859,0.567174733,0.321979761,0.284360945,0.17748411,0.809828579,0.348574996,0.369811058,1.341715813,2.439982653,0.426067173,0.375637442,0.047529392,0.374589294,0.465291291,0.034761041,0.342887998,0.318333387,0.434398383,0.536407828,0.043292802,0.585991859,0.560795307,0.320195735,0.300632268,0.182479069,0.797519982,0.323556066,-0.287823677,1.510800838,2.857046127,0.422492683,0.379301637,0.007532961,0.395803213,0.453542948,0.035632458,0.334871978,0.307149678,0.421776146,0.528859675,0.041973025,53.90554853
"POLYGON ((430307.067581047 5501909.25364231,430312.067581047 5501909.25364231,430312.067581047 5501904.25364231,430307.067581047 5501904.25364231,430307.067581047 5501909.25364231))",10436.3107,0.563840926,0.64323473,0.398459628,0.285497054,0.166955642,0.737754732,0.300643951,-0.837862819,0.979215294,2.464720011,0.401179045,0.423978746,0.049129684,0.418415651,0.530347496,0.065097138,0.389118031,0.389627919,0.475815803,0.644952565,0.069876522,0.798861325,0.681262106,0.426498696,0.316324756,0.177329265,0.706140071,0.298615724,-0.550878853,1.909144878,2.546445251,0.411741287,0.45192866,0.064705569,0.439278007,0.539390624,0.085524924,0.41778402,0.422082722,0.475601777,0.673521817,0.084339667,0.717683911,0.659172773,0.412503392,0.311299443,0.178683214,0.727973282,0.309586063,-0.352077007,1.807986438,2.621012688,0.422750995,0.447326988,0.057723941,0.434281677,0.528916121,0.073099598,0.413946047,0.408127189,0.472301975,0.648789257,0.075839154,60.03088447
"POLYGON ((430312.067581047 5501909.25364231,430317.067581047 5501909.25364231,430317.067581047 5501904.25364231,430312.067581047 5501904.25364231,430312.067581047 5501909.25364231))",10917.36166,0.597704202,0.656504154,0.403242916,0.292269573,0.169273034,0.727249205,0.298078373,-0.802217841,1.122186065,2.435260773,0.409730017,0.427292332,0.053770311,0.419833854,0.530818015,0.07046967,0.393136024,0.395494998,0.473673806,0.651511103,0.073962435,0.864176542,0.685957462,0.431420833,0.315983117,0.176010653,0.707096547,0.287652567,-0.711705536,1.929343998,2.632908106,0.414945334,0.456633165,0.059390904,0.446107209,0.544501007,0.086316638,0.420702666,0.426025018,0.480015785,0.678841114,0.084132336,0.771842122,0.668913037,0.416375637,0.315808997,0.179367043,0.719191432,0.296689317,-0.420537472,1.911638021,2.629196882,0.426007405,0.449209303,0.057927182,0.436971053,0.529830456,0.077609155,0.415136024,0.411562994,0.470926031,0.654947639,0.078711461,62.10303163
"POLYGON ((430317.067581047 5501909.25364231,430322.067581047 5501909.25364231,430322.067581047 5501904.25364231,430317.067581047 5501904.25364231,430317.067581047 5501909.25364231))",10679.75112,0.648499116,0.676408291,0.410417847,0.30242835,0.172749132,0.711490989,0.294230036,-0.748750433,1.336642116,2.391071916,0.422556475,0.432262696,0.060731254,0.421961159,0.531523749,0.078528468,0.399163008,0.404295616,0.470460787,0.661348894,0.080091307,0.962149397,0.693000525,0.438804038,0.315470688,0.174032722,0.708531231,0.271207802,-0.95294553,1.959642738,2.762602508,0.419751391,0.463689961,0.051418912,0.456350997,0.552166611,0.087504206,0.425080657,0.431938469,0.486636795,0.68682003,0.083821336,0.853079408,0.683523506,0.422184005,0.322573327,0.180392794,0.706018701,0.277344197,-0.523228168,2.067115486,2.641473055,0.430892006,0.45203279,0.05823204,0.441005088,0.531202003,0.084373491,0.416921027,0.416716687,0.468862146,0.664185196,0.083019916,61.07832569
"POLYGON ((430322.067581047 5501909.25364231,430327.067581047 5501909.25364231,430327.067581047 5501904.25364231,430322.067581047 5501904.25364231,430322.067581047 5501909.25364231))",10451.7762,0.653574109,0.677943558,0.407415941,0.302394748,0.172765695,0.710778564,0.293720111,-0.758915991,1.351191878,2.397900939,0.428210318,0.42950201,0.059005138,0.420505375,0.52834782,0.077794865,0.395992681,0.400555491,0.467673376,0.658055097,0.079459339,0.923807472,0.689361781,0.43369557,0.311477914,0.172984816,0.712967128,0.270306498,-0.852057725,1.957801938,2.750812769,0.421629921,0.459085882,0.052305704,0.452805012,0.549371153,0.084078085,0.420410007,0.426035985,0.485443294,0.681004524,0.081534825,0.841584891,0.683963716,0.419674098,0.321841329,0.180266589,0.705808133,0.273678601,-0.541410804,2.024549961,2.627922297,0.43465361,0.449367836,0.057326606,0.438879132,0.529030949,0.083641496,0.414254025,0.413860589,0.467032745,0.661766112,0.082576055,64.08283893
"POLYGON ((430327.067581047 5501909.25364231,430332.067581047 5501909.25364231,430332.067581047 5501904.25364231,430327.067581047 5501904.25364231,430327.067581047 5501909.25364231))",8979.682172,0.635789171,0.67029433,0.399325654,0.297264941,0.171052493,0.717589065,0.294879392,-0.800898105,1.265788406,2.430238903,0.430277862,0.422875792,0.052935489,0.417258061,0.523231015,0.072665064,0.3882237,0.390545011,0.465098783,0.64819555,0.075446958,0.817308173,0.680382147,0.422341272,0.305744968,0.172401924,0.718903586,0.277176932,-0.58010596,1.939891219,2.6682809,0.422044642,0.448651373,0.057621885,0.442364171,0.541345194,0.078345118,0.411215022,0.414225556,0.480342567,0.668291792,0.078260561,0.783724457,0.677318782,0.413005069,0.317361169,0.179564416,0.712078661,0.277852751,-0.517339438,1.882962823,2.601458013,0.437853694,0.443958655,0.055816025,0.433673166,0.525088593,0.079161331,0.409361042,0.406999603,0.465320602,0.653518677,0.079756036,64.03351128
"POLYGON ((430332.067581047 5501909.25364231,430337.067581047 5501909.25364231,430337.067581047 5501904.25364231,430332.067581047 5501904.25364231,430332.067581047 5501909.25364231))",8510.745817,0.650345683,0.662594914,0.395335585,0.301168054,0.172834627,0.712396592,0.299221933,-0.80027622,1.3218894,2.424601555,0.417753473,0.419489011,0.051453058,0.414556399,0.516550183,0.073568188,0.384846017,0.386211842,0.458397418,0.643480122,0.076030955,0.753968447,0.668125361,0.410327688,0.302907526,0.172362447,0.719916821,0.286666259,-0.516120598,1.849476278,2.605379224,0.414019108,0.437067434,0.056921499,0.432318956,0.530831367,0.074574344,0.400135368,0.401207328,0.471929669,0.655589163,0.075898901,0.794097066,0.670242697,0.409009695,0.318898454,0.180227712,0.70954603,0.282195002,-0.550677091,1.893465638,2.60764432,0.427404448,0.440263376,0.053040901,0.43160142,0.51998812,0.078965284,0.405152708,0.402092099,0.460531235,0.649100393,0.079426013,60.19642281
"POLYGON ((430337.067581047 5501909.25364231,430342.067581047 5501909.25364231,430342.067581047 5501904.25364231,430337.067581047 5501904.25364231,430337.067581047 5501909.25364231))",8061.102,0.681072861,0.654870376,0.393395633,0.309587628,0.176364426,0.701202616,0.305156097,-0.778352365,1.448742628,2.399976671,0.397933133,0.417721964,0.052264229,0.412127554,0.509087265,0.077487778,0.383664019,0.384717353,0.449632704,0.641336828,0.078913145,0.712208524,0.654229999,0.397984423,0.301517829,0.1725947,0.718468457,0.297465041,-0.556118414,1.722809196,2.552292705,0.401773438,0.42490878,0.053212824,0.422471546,0.519073606,0.071784666,0.388113387,0.387585215,0.461860672,0.642891571,0.073993539,0.838586211,0.662951082,0.406351157,0.323444441,0.181573752,0.702611804,0.28662131,-0.612719238,1.9800134,2.630155921,0.410130516,0.437425077,0.049633508,0.431096748,0.514308542,0.080911294,0.401286721,0.398161337,0.454203278,0.64659664,0.080340985,58.45924664
"POLYGON ((430342.067581047 5501909.25364231,430347.067581047 5501909.25364231,430347.067581047 5501904.25364231,430342.067581047 5501904.25364231,430342.067581047 5501909.25364231))",8587.357842,0.717955351,0.652776867,0.393422619,0.312484622,0.177110627,0.697175384,0.304807797,-0.813522518,1.532818496,2.427390814,0.39037925,0.417757541,0.050286153,0.413521796,0.507093906,0.078884784,0.382920012,0.383991629,0.44704628,0.641362309,0.079594295,0.711385489,0.650722384,0.393752858,0.301629618,0.172630429,0.715934277,0.299729273,-0.591272146,1.707634568,2.540896773,0.397093773,0.420267254,0.051323121,0.419428214,0.514517456,0.071429797,0.383129373,0.382415086,0.457509294,0.639089912,0.073656537,0.861817628,0.663134307,0.406188294,0.326737717,0.182462282,0.696378231,0.287158653,-0.633069724,2.044242322,2.621976852,0.403620943,0.436303899,0.049797926,0.430612206,0.5119358,0.083337918,0.399942726,0.397622362,0.450791627,0.647512674,0.081893228,58.75784552
"POLYGON ((430347.067581047 5501909.25364231,430352.067581047 5501909.25364231,430352.067581047 5501904.25364231,430347.067581047 5501904.25364231,430347.067581047 5501909.25364231))",8599.287562,0.757915512,0.653498903,0.394433051,0.312620334,0.176465031,0.696731538,0.301318265,-0.877239615,1.595505655,2.480824649,0.388958618,0.418694466,0.046913451,0.416827582,0.507835373,0.079020502,0.382395029,0.383650325,0.447549015,0.642472237,0.079174919,0.731030881,0.652408674,0.393577144,0.302492164,0.172567893,0.712857172,0.297726192,-0.624003842,1.748206317,2.550346196,0.396197103,0.419384308,0.050342905,0.419786923,0.513562143,0.072292324,0.381664358,0.381470934,0.456016697,0.639736295,0.074103709,0.874420196,0.667054951,0.407273285,0.32940463,0.18312205,0.690494999,0.285751522,-0.632574365,2.097311854,2.598452687,0.402493529,0.436041273,0.051748252,0.430137709,0.511216447,0.086004842,0.399859719,0.398779266,0.448838159,0.650138572,0.083764106,58.87259927
"POLYGON ((430352.067581047 5501909.25364231,430357.067581047 5501909.25364231,430357.067581047 5501904.25364231,430352.067581047 5501904.25364231,430352.067581047 5501909.25364231))",8784.636824,0.655296475,0.640998363,0.379991218,0.301910765,0.173282392,0.706558153,0.311602302,-0.778912619,1.404887259,2.406544089,0.386943631,0.404553466,0.047691266,0.404419325,0.500154555,0.071710896,0.369003043,0.368783839,0.443459496,0.627897665,0.074152965,0.755264893,0.645991474,0.383057594,0.300848834,0.171455555,0.71025449,0.299371354,-0.750626415,1.750052452,2.585950613,0.391701542,0.408771522,0.041991884,0.415376119,0.503404461,0.069948994,0.368855029,0.367854305,0.44705268,0.629431129,0.071693422,0.810002625,0.658804595,0.391971178,0.32465291,0.18222044,0.690680787,0.292455174,-0.550148576,2.041475058,2.533414423,0.402149491,0.420789108,0.051111627,0.41799359,0.498166434,0.081153102,0.384653017,0.382059753,0.438289799,0.634670407,0.080553254,59.05686749
"POLYGON ((430357.067581047 5501909.25364231,430362.067581047 5501909.25364231,430362.067581047 5501904.25364231,430357.067581047 5501904.25364231,430357.067581047 5501909.25364231))",9450.364152,0.539357394,0.628257185,0.365212575,0.291155964,0.17031496,0.716532707,0.323049515,-0.659346581,1.193373203,2.314452291,0.385402188,0.390100166,0.049593316,0.390909135,0.492226571,0.064356051,0.355786055,0.354031131,0.439202398,0.612953156,0.069270801,0.772950441,0.639012188,0.372596636,0.298917994,0.170364067,0.7086775,0.301684201,-0.866338402,1.73837471,2.618405223,0.387504876,0.398453057,0.033967601,0.410845757,0.493565202,0.067318153,0.356534034,0.354552403,0.43858619,0.618910521,0.069134079,0.741384208,0.649247348,0.376307428,0.319012225,0.181098901,0.692827672,0.29962787,-0.467887878,1.967948437,2.476217628,0.402181238,0.405624479,0.049824895,0.406007618,0.485356197,0.075412389,0.369473979,0.364954591,0.428392604,0.618326932,0.076718777,58.24987904
"POLYGON ((430362.067581047 5501909.25364231,430367.067581047 5501909.25364231,430367.067581047 5501904.25364231,430362.067581047 5501904.25364231,430362.067581047 5501909.25364231))",9559.793346,0.497179255,0.625521392,0.358723603,0.28993351,0.17051829,0.716443494,0.326956213,-0.59603858,1.130675316,2.254453003,0.386895739,0.383829556,0.051857313,0.383684903,0.486564897,0.063133605,0.350830056,0.348559938,0.434480213,0.606436551,0.068653781,0.756532267,0.645578578,0.375975624,0.303192608,0.172160763,0.699948877,0.302927554,-0.820555538,1.738148212,2.532234311,0.387502268,0.39996627,0.040604909,0.408545956,0.494107902,0.071592769,0.360084027,0.359806098,0.437094457,0.624559879,0.072825594,0.729193315,0.646138892,0.370979123,0.317019999,0.180492871,0.694140181,0.30023925,-0.46914164,1.944976747,2.473162115,0.402695775,0.400668852,0.047956389,0.40278656,0.481139965,0.07342016,0.364112996,0.358986244,0.42522832,0.612615138,0.075153114,56.71941446
"POLYGON ((430367.067581047 5501909.25364231,430372.067581047 5501909.25364231,430372.067581047 5501904.25364231,430367.067581047 5501904.25364231,430367.067581047 5501909.25364231))",10804.96559,0.455001116,0.622785598,0.352234632,0.288711056,0.17072162,0.716354281,0.33086291,-0.532730579,1.067977428,2.194453716,0.388389289,0.377558962,0.05412131,0.376460671,0.480903238,0.061911156,0.345874041,0.343088746,0.429758027,0.599919945,0.068036765,0.740114093,0.652144939,0.379354626,0.307467222,0.17395746,0.691220254,0.304170907,-0.774772644,1.737921715,2.44606328,0.38749966,0.401479483,0.047242215,0.406246156,0.494650602,0.075867385,0.36363402,0.365059793,0.435602725,0.630209267,0.076517109,0.717002422,0.643030435,0.365650818,0.315027773,0.17988684,0.69545266,0.30085063,-0.470395401,1.922004998,2.470106602,0.403210297,0.395713225,0.046087882,0.399565503,0.476923749,0.07142793,0.358751997,0.353017896,0.422064036,0.606903374,0.073587455,53.00853201
"POLYGON ((430372.067581047 5501909.25364231,430377.067581047 5501909.25364231,430377.067581047 5501904.25364231,430372.067581047 5501904.25364231,430372.067581047 5501909.25364231))",8368.304991,0.542921513,0.619545847,0.353953764,0.303033538,0.176048633,0.695940688,0.333271414,-0.583958074,1.316867501,2.215556204,0.36903543,0.379367158,0.052165553,0.378710985,0.472422376,0.068933656,0.347200036,0.344438985,0.418532908,0.601446256,0.073070878,0.759748057,0.648337066,0.381111212,0.314723827,0.177359246,0.686420903,0.307419226,-0.549773939,1.999113083,2.447936654,0.37706954,0.404815204,0.053184411,0.407336831,0.49204348,0.078524018,0.367765032,0.368078895,0.432414353,0.629961133,0.078599516,0.734531298,0.639800876,0.367133856,0.319907792,0.181916676,0.690240011,0.304464884,-0.530238621,1.909728289,2.466248512,0.395230554,0.397488266,0.044867855,0.400217414,0.475331768,0.073807955,0.360943034,0.355057441,0.419657081,0.608011231,0.075400384,53.62444858
"POLYGON ((430377.067581047 5501909.25364231,430382.067581047 5501909.25364231,430382.067581047 5501904.25364231,430377.067581047 5501904.25364231,430377.067581047 5501909.25364231))",7936.821667,0.630841911,0.616306096,0.355672896,0.31735602,0.181375645,0.675527066,0.335679933,-0.63518557,1.565757573,2.236658812,0.349681571,0.381175369,0.050209796,0.380961284,0.463941529,0.075956155,0.348526031,0.345789239,0.407307774,0.602972597,0.078104991,0.77938202,0.644529194,0.382867798,0.321980447,0.180761039,0.681621522,0.31066756,-0.324775219,2.260304451,2.449809909,0.36663942,0.408150926,0.059126608,0.408427507,0.489436358,0.081180651,0.371896029,0.371097997,0.429225981,0.629712999,0.080681928,0.752060175,0.636571318,0.368616894,0.324787796,0.18394652,0.685027331,0.308079153,-0.590081841,1.89745158,2.462390304,0.387250796,0.399263293,0.043647828,0.400869325,0.473739788,0.076187983,0.363134071,0.357096985,0.417250127,0.609119117,0.077213313,56.35757086
"POLYGON ((430382.067581047 5501909.25364231,430387.067581047 5501909.25364231,430387.067581047 5501904.25364231,430382.067581047 5501904.25364231,430382.067581047 5501909.25364231))",7279.38038,0.626813933,0.616623476,0.354167283,0.3175859,0.181478675,0.673660591,0.335826598,-0.644947767,1.552549213,2.222698808,0.349983849,0.379412219,0.050208272,0.379271634,0.462093204,0.076186052,0.346955024,0.344335169,0.405431062,0.601879805,0.078291204,0.759386316,0.629432186,0.370847948,0.312617533,0.177681651,0.698456451,0.312387235,-0.457546309,2.067392409,2.541091621,0.370425016,0.399754882,0.045992891,0.406154089,0.483747028,0.071817735,0.360872038,0.35654027,0.428195916,0.613453865,0.073144773,0.735862389,0.634389922,0.366692744,0.323596783,0.18380475,0.687324196,0.309620366,-0.462708317,1.973646432,2.453039944,0.385597833,0.397823542,0.046804333,0.399292804,0.472723901,0.074996956,0.361928046,0.355416872,0.416896909,0.606639892,0.076411933,58.12686232
"POLYGON ((430387.067581047 5501909.25364231,430392.067581047 5501909.25364231,430392.067581047 5501904.25364231,430387.067581047 5501904.25364231,430387.067581047 5501909.25364231))",7168.119179,0.622785956,0.616940886,0.352661654,0.317815781,0.181581713,0.671794087,0.335973263,-0.654709965,1.539340794,2.208738923,0.350286126,0.377649069,0.050206751,0.377581969,0.460244879,0.076415949,0.345384017,0.342881098,0.40355435,0.600787014,0.078477416,0.739390641,0.61433515,0.358828098,0.303254604,0.17460227,0.715291381,0.314106911,-0.590317398,1.874480426,2.632373333,0.374210611,0.391358837,0.032859175,0.403880671,0.478057697,0.062454816,0.349848047,0.341982543,0.427165851,0.597194731,0.065607622,0.719664603,0.632208526,0.364768595,0.322405756,0.183662981,0.689621061,0.311161593,-0.335334778,2.049841285,2.443689585,0.383944854,0.396383792,0.049960839,0.397716284,0.471708015,0.073805925,0.360722035,0.353736758,0.416543692,0.604160666,0.075610548,62.45525665
"POLYGON ((430392.067581047 5501909.25364231,430397.067581047 5501909.25364231,430397.067581047 5501904.25364231,430392.067581047 5501904.25364231,430392.067581047 5501909.25364231))",7838.097347,0.633809716,0.614116758,0.349324182,0.314376988,0.179753363,0.674825758,0.336057127,-0.621412516,1.624749899,2.243792474,0.347540148,0.374432892,0.048667418,0.377717488,0.458909608,0.074177159,0.340676032,0.337987922,0.403076962,0.597454399,0.076348139,0.728771761,0.614351168,0.358721197,0.309890889,0.177344557,0.700511903,0.322456613,-0.49612426,1.961849749,2.527064145,0.360902481,0.38917169,0.040729948,0.398450203,0.473061107,0.067691097,0.349886037,0.343605191,0.419947334,0.599669322,0.070039066,0.756620243,0.628285751,0.362529621,0.320975952,0.181965102,0.686244518,0.308680929,-0.505402811,2.033058017,2.482032716,0.373765245,0.392751887,0.043659065,0.398392521,0.469636999,0.073876159,0.355141059,0.349195912,0.414125152,0.603681356,0.074977241,57.75358536
"POLYGON ((430397.067581047 5501909.25364231,430402.067581047 5501909.25364231,430402.067581047 5501904.25364231,430397.067581047 5501904.25364231,430397.067581047 5501909.25364231))",7269.742132,0.631222561,0.60946925,0.343444079,0.309955589,0.177795313,0.678988308,0.337485068,-0.587767348,1.668270439,2.267061591,0.345658906,0.369064368,0.046685933,0.375707157,0.455686323,0.070955765,0.334063031,0.330829367,0.401294805,0.591205791,0.073561946,0.73023124,0.614361465,0.356241062,0.316318154,0.179702643,0.683668897,0.329062842,-0.47295811,2.035963535,2.433417559,0.347843364,0.384381801,0.045545689,0.392257303,0.465434559,0.072718371,0.346632689,0.342017442,0.410182387,0.600161284,0.074091354,0.769710377,0.622532248,0.356925353,0.318578459,0.180303831,0.683285654,0.308208086,-0.610270396,2.012258798,2.490718842,0.363657236,0.386011854,0.039215079,0.395573765,0.464784533,0.072978685,0.347045079,0.341804862,0.409538642,0.599625364,0.07383506,55.02038655
"POLYGON ((430402.067581047 5501909.25364231,430407.067581047 5501909.25364231,430407.067581047 5501904.25364231,430402.067581047 5501904.25364231,430402.067581047 5501909.25364231))",7139.867242,0.590389758,0.603999138,0.335816219,0.307007775,0.177406207,0.682380974,0.341517314,-0.586724162,1.542604804,2.231707811,0.348253101,0.362607345,0.045359477,0.369269624,0.450022265,0.068007953,0.328348026,0.324033216,0.397380516,0.582457811,0.071591206,0.76646629,0.614344209,0.349121347,0.315691128,0.17855005,0.677478313,0.323832467,-0.68603906,1.996196747,2.468405247,0.348590448,0.376573533,0.036380591,0.389970005,0.457544729,0.072091345,0.336758673,0.332386255,0.402543098,0.594213367,0.07295388,0.698113918,0.617040068,0.346829414,0.315675378,0.180413656,0.684538603,0.3142315,-0.414669096,2.000211,2.401747823,0.363872036,0.376687467,0.044788443,0.385088816,0.456440195,0.07007556,0.339500085,0.333254263,0.403034717,0.588895351,0.072308436,50.44114793
"POLYGON ((430407.067581047 5501909.25364231,430412.067581047 5501909.25364231,430412.067581047 5501904.25364231,430407.067581047 5501904.25364231,430407.067581047 5501909.25364231))",6723.745041,0.551942259,0.598975614,0.33017654,0.302649111,0.176227205,0.68877463,0.344326325,-0.59923853,1.405107945,2.211553097,0.351227254,0.357921317,0.043685989,0.364868633,0.447509371,0.064715941,0.324041687,0.318874188,0.396613173,0.575871974,0.06921743,0.772040233,0.61716409,0.347678475,0.312692709,0.176716525,0.676899195,0.320807658,-0.81016691,1.917022616,2.475669861,0.351713531,0.373860762,0.032877369,0.389500536,0.457547374,0.071459593,0.333200343,0.32975103,0.402466223,0.594466865,0.072245402,0.646892533,0.613874286,0.341622703,0.31125804,0.179350495,0.689644858,0.318570986,-0.325708836,1.932968199,2.358083129,0.366523609,0.371908925,0.04718319,0.379822157,0.454208583,0.067124851,0.335570388,0.328768,0.402297974,0.583315477,0.070449311,53.06612498
